Location,Latitude,Longitude,SeverityScore,IncidentsTotal
POINT(-79.48682 43.69565),43.696,-79.487,0.002,3
POINT(-79.44713 43.66653),43.667,-79.447,0.006,3
POINT(-79.40268 43.78263),43.783,-79.403,0.014,3
POINT(-79.53369 43.75081),43.751,-79.534,0.003,3
POINT(-79.27095 43.73168),43.732,-79.271,0.024,3
POINT(-79.39823 43.65336),43.653,-79.398,0.007,3
POINT(-79.33999 43.79484),43.795,-79.34,0.003,3
POINT(-79.30104 43.68372),43.684,-79.301,0.008,4
POINT(-79.4935 43.72022),43.72,-79.493,0.002,4
POINT(-79.4853 43.64899),43.649,-79.485,0.005,4
POINT(-79.34771 43.65182),43.652,-79.348,0.003,5
POINT(-79.55004 43.63021),43.63,-79.55,0.016,5
POINT(-79.36154 43.7604),43.76,-79.362,0.012,5
POINT(-79.3783 43.66692),43.667,-79.378,0.007,5
POINT(-79.55869 43.62912),43.629,-79.559,0.003,6
POINT(-79.36506 43.77699),43.777,-79.365,0.033,6
POINT(-79.47849 43.69321),43.693,-79.478,0.013,6
POINT(-79.43049 43.72263),43.723,-79.43,0.02,6
POINT(-79.33277 43.72227),43.722,-79.333,0.009,7
POINT(-79.56776 43.67392),43.674,-79.568,0.009,7
POINT(-79.54167 43.61756),43.618,-79.542,0.007,7
POINT(-79.43067 43.69983),43.7,-79.431,0.017,7
POINT(-79.21739 43.73846),43.738,-79.217,0.006,8
POINT(-79.56671 43.71226),43.712,-79.567,0.012,8
POINT(-79.55264 43.72745),43.727,-79.553,0.011,8
POINT(-79.45769 43.75139),43.751,-79.458,0.039,9
POINT(-79.4813 43.78449),43.784,-79.481,0.009,9
POINT(-79.57177 43.76014),43.76,-79.572,0.026,10
POINT(-79.28769 43.7836),43.784,-79.288,0.011,10
POINT(-79.35063 43.76702),43.767,-79.351,0.003,11
POINT(-79.51951 43.63441),43.634,-79.52,0.022,11
POINT(-79.29989 43.71818),43.718,-79.3,0.052,12
POINT(-79.49916 43.6842),43.684,-79.499,0.013,12
POINT(-79.46304 43.72716),43.727,-79.463,0.002,12
POINT(-79.35619 43.76658),43.767,-79.356,0.002,12
POINT(-79.25713 43.78702),43.787,-79.257,0.014,13
POINT(-79.43192 43.72868),43.729,-79.432,0.026,14
POINT(-79.40893 43.75537),43.755,-79.409,0.007,14
POINT(-79.39462 43.66996),43.67,-79.395,0.009,16
POINT(-79.34539 43.76727),43.767,-79.345,0.004,19
POINT(-79.31886 43.72595),43.726,-79.319,0.02,19
POINT(-79.33727 43.76448),43.764,-79.337,0.005,21
POINT(-79.34934 43.76706),43.767,-79.349,0.004,23
POINT(-79.318 43.72612),43.726,-79.318,0.047,26
POINT(-79.57927 43.68963),43.69,-79.579,0.043,28
POINT(-79.4575 43.7262),43.726,-79.457,0.022,34
POINT(-79.2973 43.72596),43.726,-79.297,0.048,46
POINT(-79.3248 43.7246),43.725,-79.325,0.093,119
POINT(-79.33204 43.73991),43.74,-79.332,0.011,61
POINT(-79.44147 43.73172),43.732,-79.441,0.005,82
POINT(-79.34105 43.78251),43.783,-79.341,0.011,73
POINT(-79.55239 43.61775),43.618,-79.552,0.009,94
POINT(-79.56365 43.6466),43.647,-79.564,0.003,33
POINT(-79.55659 43.60795),43.608,-79.557,0.008,45
POINT(-79.49124 43.66592),43.666,-79.491,0.036,81
POINT(-79.29045 43.73479),43.735,-79.29,0.094,53
POINT(-79.19531 43.79169),43.792,-79.195,0.004,3
POINT(-79.26134 43.77713),43.777,-79.261,0.009,3
POINT(-79.27783 43.77625),43.776,-79.278,0.001,3
POINT(-79.3797 43.67148),43.671,-79.38,0.005,3
POINT(-79.25249 43.77516),43.775,-79.252,0.007,3
POINT(-79.41834 43.77937),43.779,-79.418,0.01,3
POINT(-79.41689 43.63614),43.636,-79.417,0.001,3
POINT(-79.45652 43.66299),43.663,-79.457,0.006,3
POINT(-79.45388 43.70558),43.706,-79.454,0.021,3
POINT(-79.61818 43.71909),43.719,-79.618,0.003,3
POINT(-79.37565 43.67262),43.673,-79.376,0.007,3
POINT(-79.58997 43.75959),43.76,-79.59,0.007,4
POINT(-79.47962 43.78278),43.783,-79.48,0.01,4
POINT(-79.45393 43.69487),43.695,-79.454,0.008,5
POINT(-79.3559 43.7346),43.735,-79.356,0.014,5
POINT(-79.39475 43.76114),43.761,-79.395,0.001,6
POINT(-79.53084 43.77319),43.773,-79.531,0.007,6
POINT(-79.37971 43.66999),43.67,-79.38,0.02,6
POINT(-79.35861 43.7919),43.792,-79.359,0.027,6
POINT(-79.40358 43.73047),43.73,-79.404,0.009,7
POINT(-79.22457 43.78964),43.79,-79.225,0.001,7
POINT(-79.5871 43.69927),43.699,-79.587,0.009,7
POINT(-79.45272 43.73018),43.73,-79.453,0.003,7
POINT(-79.3231 43.69916),43.699,-79.323,0.014,8
POINT(-79.39061 43.65997),43.66,-79.391,0.013,8
POINT(-79.45773 43.78975),43.79,-79.458,0.016,8
POINT(-79.52806 43.64947),43.649,-79.528,0.026,9
POINT(-79.41769 43.74639),43.746,-79.418,0.003,9
POINT(-79.32881 43.76847),43.768,-79.329,0.003,11
POINT(-79.43329 43.73449),43.734,-79.433,0.032,12
POINT(-79.47676 43.70299),43.703,-79.477,0.026,12
POINT(-79.46721 43.77007),43.77,-79.467,0.024,12
POINT(-79.30841 43.76924),43.769,-79.308,0.002,12
POINT(-79.3303 43.76782),43.768,-79.33,0.002,13
POINT(-79.49231 43.62496),43.625,-79.492,0.003,14
POINT(-79.31367 43.76855),43.769,-79.314,0.001,14
POINT(-79.251 43.8363),43.836,-79.251,0.016,15
POINT(-79.37553 43.6668),43.667,-79.376,0.022,15
POINT(-79.31513 43.76848),43.768,-79.315,0.002,15
POINT(-79.4198 43.73437),43.734,-79.42,0.025,16
POINT(-79.19385 43.78813),43.788,-79.194,0.044,17
POINT(-79.39902 43.75927),43.759,-79.399,0.002,18
POINT(-79.50033 43.71925),43.719,-79.5,0.003,18
POINT(-79.42126 43.73969),43.74,-79.421,0.014,18
POINT(-79.57145 43.66323),43.663,-79.571,0.003,19
POINT(-79.48922 43.75646),43.756,-79.489,0.047,20
POINT(-79.46473 43.7265),43.727,-79.465,0.003,23
POINT(-79.54582 43.76715),43.767,-79.546,0.029,23
POINT(-79.53784 43.7181),43.718,-79.538,0.015,24
POINT(-79.38367 43.7638),43.764,-79.384,0.003,26
POINT(-79.37571 43.76521),43.765,-79.376,0.02,174
POINT(-79.33379 43.75099),43.751,-79.334,0.01,43
POINT(-79.5421 43.75208),43.752,-79.542,0.086,134
POINT(-79.38506 43.63991),43.64,-79.385,0.006,38
POINT(-79.51998 43.60556),43.606,-79.52,0.132,58
POINT(-79.47161 43.63412),43.634,-79.472,0.009,53
POINT(-79.55949 43.70292),43.703,-79.559,0.005,76
POINT(-79.6105 43.7342),43.734,-79.61,0.032,33
POINT(-79.52216 43.72084),43.721,-79.522,0.008,101
POINT(-79.299 43.75607),43.756,-79.299,0.163,41
POINT(-79.45084 43.72942),43.729,-79.451,0.006,37
POINT(-79.36455 43.76618),43.766,-79.365,0.02,399
POINT(-79.48836 43.62601),43.626,-79.488,0.095,770
POINT(-79.57836 43.7013),43.701,-79.578,0.425,571
POINT(-79.3151 43.75775),43.758,-79.315,0.024,43
POINT(-79.29838 43.67875),43.679,-79.298,0.005,3
POINT(-79.41442 43.71806),43.718,-79.414,0.003,3
POINT(-79.28925 43.75814),43.758,-79.289,0.004,3
POINT(-79.33026 43.65991),43.66,-79.33,0.005,3
POINT(-79.39735 43.6371),43.637,-79.397,0.005,3
POINT(-79.19737 43.79763),43.798,-79.197,0.009,3
POINT(-79.39795 43.63795),43.638,-79.398,0.002,3
POINT(-79.3494 43.69796),43.698,-79.349,0.001,3
POINT(-79.41383 43.77293),43.773,-79.414,0.004,3
POINT(-79.4344 43.65635),43.656,-79.434,0.007,3
POINT(-79.39988 43.71413),43.714,-79.4,0.007,3
POINT(-79.49192 43.68622),43.686,-79.492,0.02,3
POINT(-79.28376 43.68094),43.681,-79.284,0.005,3
POINT(-79.21086 43.7446),43.745,-79.211,0.005,3
POINT(-79.28719 43.72673),43.727,-79.287,0.005,3
POINT(-79.33881 43.65822),43.658,-79.339,0.005,3
POINT(-79.58461 43.71471),43.715,-79.585,0.007,3
POINT(-79.4281 43.67427),43.674,-79.428,0.01,4
POINT(-79.44281 43.77327),43.773,-79.443,0.007,4
POINT(-79.40074 43.68481),43.685,-79.401,0.005,4
POINT(-79.36203 43.70847),43.708,-79.362,0.009,5
POINT(-79.44817 43.69048),43.69,-79.448,0.014,5
POINT(-79.39755 43.70826),43.708,-79.398,0.02,6
POINT(-79.26688 43.73264),43.733,-79.267,0.039,6
POINT(-79.41167 43.70396),43.704,-79.412,0.021,6
POINT(-79.35609 43.7732),43.773,-79.356,0.012,6
POINT(-79.27939 43.7661),43.766,-79.279,0.023,7
POINT(-79.50179 43.71895),43.719,-79.502,0.002,7
POINT(-79.49672 43.7044),43.704,-79.497,0.023,8
POINT(-79.40033 43.71637),43.716,-79.4,0.031,8
POINT(-79.38905 43.65028),43.65,-79.389,0.016,9
POINT(-79.5433 43.61728),43.617,-79.543,0.019,10
POINT(-79.349 43.72264),43.723,-79.349,0.056,11
POINT(-79.57284 43.66619),43.666,-79.573,0.003,11
POINT(-79.28868 43.7839),43.784,-79.289,0.013,11
POINT(-79.18727 43.77015),43.77,-79.187,0.011,12
POINT(-79.36446 43.71374),43.714,-79.364,0.02,13
POINT(-79.3106 43.68078),43.681,-79.311,0.012,13
POINT(-79.47686 43.68978),43.69,-79.477,0.048,15
POINT(-79.27665 43.77693),43.777,-79.277,0.001,16
POINT(-79.58023 43.68927),43.689,-79.58,0.027,17
POINT(-79.23049 43.77312),43.773,-79.23,0.043,17
POINT(-79.54303 43.75345),43.753,-79.543,0.03,17
POINT(-79.37113 43.64809),43.648,-79.371,0.019,17
POINT(-79.32466 43.76853),43.769,-79.325,0.004,18
POINT(-79.39338 43.70809),43.708,-79.393,0.024,20
POINT(-79.40146 43.68647),43.686,-79.401,0.014,23
POINT(-79.63827 43.75022),43.75,-79.638,0.022,23
POINT(-79.44244 43.71218),43.712,-79.442,0.049,31
POINT(-79.46874 43.77618),43.776,-79.469,0.12,162
POINT(-79.34288 43.79083),43.791,-79.343,0.007,40
POINT(-79.44014 43.73204),43.732,-79.44,0.006,86
POINT(-79.45785 43.72784),43.728,-79.458,0.031,574
POINT(-79.28784 43.77418),43.774,-79.288,0.005,42
POINT(-79.29282 43.70149),43.701,-79.293,0.097,33
POINT(-79.50561 43.70946),43.709,-79.506,0.047,30
POINT(-79.46883 43.77704),43.777,-79.469,0.099,61
POINT(-79.46716 43.76912),43.769,-79.467,0.048,84
POINT(-79.52658 43.7154),43.715,-79.527,0.012,308
POINT(-79.40725 43.75409),43.754,-79.407,0.004,57
POINT(-79.53758 43.71941),43.719,-79.538,0.062,40
POINT(-79.3314 43.76757),43.768,-79.331,0.043,391
POINT(-79.4361 43.73462),43.735,-79.436,0.007,123
POINT(-79.3372 43.77028),43.77,-79.337,0.001,3
POINT(-79.22437 43.7322),43.732,-79.224,0.007,3
POINT(-79.34992 43.77456),43.775,-79.35,0.007,3
POINT(-79.53694 43.7233),43.723,-79.537,0.007,3
POINT(-79.48408 43.66883),43.669,-79.484,0.011,3
POINT(-79.39888 43.64162),43.642,-79.399,0.006,3
POINT(-79.21322 43.79432),43.794,-79.213,0.001,3
POINT(-79.38389 43.66299),43.663,-79.384,0.008,3
POINT(-79.27633 43.75333),43.753,-79.276,0.006,3
POINT(-79.32733 43.76077),43.761,-79.327,0.005,3
POINT(-79.38895 43.66403),43.664,-79.389,0.009,3
POINT(-79.5332 43.64369),43.644,-79.533,0.007,3
POINT(-79.43611 43.69018),43.69,-79.436,0.015,3
POINT(-79.35135 43.70103),43.701,-79.351,0.01,3
POINT(-79.43762 43.66539),43.665,-79.438,0.01,3
POINT(-79.44129 43.67377),43.674,-79.441,0.005,3
POINT(-79.25084 43.83341),43.833,-79.251,0.004,4
POINT(-79.48374 43.68815),43.688,-79.484,0.007,4
POINT(-79.41261 43.66851),43.669,-79.413,0.011,4
POINT(-79.29002 43.69086),43.691,-79.29,0.019,4
POINT(-79.49732 43.67971),43.68,-79.497,0.018,5
POINT(-79.38623 43.6579),43.658,-79.386,0.005,6
POINT(-79.40581 43.63742),43.637,-79.406,0.003,6
POINT(-79.233 43.77986),43.78,-79.233,0.012,6
POINT(-79.39216 43.64073),43.641,-79.392,0.008,6
POINT(-79.5295 43.65857),43.659,-79.529,0.009,6
POINT(-79.36134 43.68483),43.685,-79.361,0.002,6
POINT(-79.52689 43.68211),43.682,-79.527,0.006,6
POINT(-79.38078 43.64001),43.64,-79.381,0.01,7
POINT(-79.57735 43.67124),43.671,-79.577,0.002,7
POINT(-79.55275 43.7499),43.75,-79.553,0.014,7
POINT(-79.19954 43.80156),43.802,-79.2,0.013,8
POINT(-79.29603 43.77243),43.772,-79.296,0.001,8
POINT(-79.54718 43.61375),43.614,-79.547,0.004,8
POINT(-79.59779 43.74261),43.743,-79.598,0.05,8
POINT(-79.42719 43.63864),43.639,-79.427,0.01,8
POINT(-79.31256 43.68529),43.685,-79.313,0.015,9
POINT(-79.39445 43.68912),43.689,-79.394,0.012,10
POINT(-79.50492 43.74085),43.741,-79.505,0.047,10
POINT(-79.46742 43.75218),43.752,-79.467,0.016,10
POINT(-79.59244 43.69759),43.698,-79.592,0.008,10
POINT(-79.33729 43.70016),43.7,-79.337,0.005,11
POINT(-79.59945 43.69695),43.697,-79.599,0.009,11
POINT(-79.14915 43.79569),43.796,-79.149,0.002,13
POINT(-79.35753 43.69309),43.693,-79.358,0.006,13
POINT(-79.37824 43.66616),43.666,-79.378,0.027,14
POINT(-79.59246 43.67671),43.677,-79.592,0.004,18
POINT(-79.4676 43.77187),43.772,-79.468,0.025,19
POINT(-79.5757 43.68069),43.681,-79.576,0.003,19
POINT(-79.36044 43.75499),43.755,-79.36,0.029,21
POINT(-79.3396 43.77426),43.774,-79.34,0.004,21
POINT(-79.2985 43.68894),43.689,-79.298,0.098,22
POINT(-79.32415 43.6538),43.654,-79.324,0.153,26
POINT(-79.41566 43.70313),43.703,-79.416,0.052,27
POINT(-79.33353 43.74955),43.75,-79.334,0.005,28
POINT(-79.34012 43.77714),43.777,-79.34,0.007,45
POINT(-79.56362 43.70433),43.704,-79.564,0.012,76
POINT(-79.4864 43.74501),43.745,-79.486,0.065,125
POINT(-79.55649 43.61507),43.615,-79.556,0.057,50
POINT(-79.41266 43.75091),43.751,-79.413,0.006,102
POINT(-79.54307 43.71157),43.712,-79.543,0.005,94
POINT(-79.49379 43.70479),43.705,-79.494,0.033,47
POINT(-79.52513 43.73036),43.73,-79.525,0.004,34
POINT(-79.35894 43.76644),43.766,-79.359,0.005,50
POINT(-79.38686 43.76336),43.763,-79.387,0.025,466
POINT(-79.30095 43.72478),43.725,-79.301,0.014,3
POINT(-79.41093 43.63952),43.64,-79.411,0.006,3
POINT(-79.38923 43.64974),43.65,-79.389,0.003,3
POINT(-79.36888 43.6733),43.673,-79.369,0.003,3
POINT(-79.53042 43.62025),43.62,-79.53,0.011,3
POINT(-79.36461 43.65593),43.656,-79.365,0.006,3
POINT(-79.54017 43.63655),43.637,-79.54,0.005,3
POINT(-79.54573 43.67839),43.678,-79.546,0.004,3
POINT(-79.25433 43.7246),43.725,-79.254,0.005,3
POINT(-79.56768 43.65391),43.654,-79.568,0,3
POINT(-79.43549 43.63589),43.636,-79.435,0.005,3
POINT(-79.31134 43.78573),43.786,-79.311,0.005,3
POINT(-79.29373 43.74284),43.743,-79.294,0.006,3
POINT(-79.30429 43.67698),43.677,-79.304,0.008,3
POINT(-79.40702 43.67531),43.675,-79.407,0.005,3
POINT(-79.38834 43.66726),43.667,-79.388,0.004,3
POINT(-79.31644 43.7606),43.761,-79.316,0.004,3
POINT(-79.40296 43.63801),43.638,-79.403,0.001,3
POINT(-79.31727 43.76244),43.762,-79.317,0.006,3
POINT(-79.4849 43.65035),43.65,-79.485,0.012,3
POINT(-79.53478 43.77023),43.77,-79.535,0.001,3
POINT(-79.39429 43.71896),43.719,-79.394,0.011,3
POINT(-79.32797 43.74038),43.74,-79.328,0.015,4
POINT(-79.38613 43.69745),43.697,-79.386,0.007,4
POINT(-79.51526 43.62479),43.625,-79.515,0.01,5
POINT(-79.38921 43.7087),43.709,-79.389,0.009,5
POINT(-79.24132 43.72084),43.721,-79.241,0.025,5
POINT(-79.49795 43.62364),43.624,-79.498,0.003,5
POINT(-79.25109 43.83514),43.835,-79.251,0.022,5
POINT(-79.36591 43.64502),43.645,-79.366,0.011,5
POINT(-79.32218 43.76838),43.768,-79.322,0.002,6
POINT(-79.53076 43.75408),43.754,-79.531,0.001,6
POINT(-79.34954 43.71721),43.717,-79.35,0.008,6
POINT(-79.25449 43.77895),43.779,-79.254,0.039,6
POINT(-79.57234 43.66581),43.666,-79.572,0.001,7
POINT(-79.3843 43.80597),43.806,-79.384,0.029,7
POINT(-79.36182 43.68361),43.684,-79.362,0.002,7
POINT(-79.56829 43.71524),43.715,-79.568,0.016,8
POINT(-79.48494 43.68472),43.685,-79.485,0.129,8
POINT(-79.41625 43.78265),43.783,-79.416,0.032,9
POINT(-79.53895 43.75901),43.759,-79.539,0.009,9
POINT(-79.30238 43.76625),43.766,-79.302,0.014,9
POINT(-79.38111 43.65078),43.651,-79.381,0.021,9
POINT(-79.41039 43.70855),43.709,-79.41,0.013,10
POINT(-79.34348 43.79355),43.794,-79.343,0.005,10
POINT(-79.3908 43.64779),43.648,-79.391,0.012,12
POINT(-79.37717 43.76554),43.766,-79.377,0.002,13
POINT(-79.37855 43.71926),43.719,-79.379,0.035,13
POINT(-79.52917 43.62644),43.626,-79.529,0.02,14
POINT(-79.26162 43.77997),43.78,-79.262,0.002,15
POINT(-79.44261 43.67674),43.677,-79.443,0.035,15
POINT(-79.53288 43.76484),43.765,-79.533,0.003,16
POINT(-79.45808 43.73193),43.732,-79.458,0.02,17
POINT(-79.33738 43.71675),43.717,-79.337,0.042,17
POINT(-79.38661 43.67003),43.67,-79.387,0.015,19
POINT(-79.4707 43.67106),43.671,-79.471,0.041,21
POINT(-79.36828 43.79001),43.79,-79.368,0.037,21
POINT(-79.29733 43.75201),43.752,-79.297,0.07,21
POINT(-79.32445 43.74086),43.741,-79.324,0.031,26
POINT(-79.37308 43.65347),43.653,-79.373,0.02,27
POINT(-79.52098 43.71518),43.715,-79.521,0.169,1057
POINT(-79.43306 43.71853),43.719,-79.433,0.064,59
POINT(-79.41907 43.70242),43.702,-79.419,0.054,47
POINT(-79.41032 43.75926),43.759,-79.41,0.049,124
POINT(-79.46657 43.71139),43.711,-79.467,0.038,80
POINT(-79.53587 43.7527),43.753,-79.536,0.036,35
POINT(-79.57359 43.67322),43.673,-79.574,0.011,32
POINT(-79.2944 43.7727),43.773,-79.294,0.008,159
POINT(-79.43866 43.73302),43.733,-79.439,0.006,119
POINT(-79.58737 43.71524),43.715,-79.587,0.047,37
POINT(-79.37577 43.64501),43.645,-79.376,0.016,36
POINT(-79.36574 43.76612),43.766,-79.366,0.019,357
POINT(-79.5459 43.71105),43.711,-79.546,0.005,140
POINT(-79.48673 43.62633),43.626,-79.487,0.013,99
POINT(-79.18912 43.77574),43.776,-79.189,0.004,3
POINT(-79.25602 43.78108),43.781,-79.256,0,3
POINT(-79.27814 43.76602),43.766,-79.278,0.005,3
POINT(-79.25328 43.77436),43.774,-79.253,0.017,3
POINT(-79.23731 43.79021),43.79,-79.237,0.002,3
POINT(-79.40031 43.6673),43.667,-79.4,0.003,3
POINT(-79.50578 43.75973),43.76,-79.506,0.005,3
POINT(-79.50758 43.61065),43.611,-79.508,0.021,3
POINT(-79.41815 43.67234),43.672,-79.418,0.003,3
POINT(-79.42043 43.63032),43.63,-79.42,0.002,3
POINT(-79.55923 43.70528),43.705,-79.559,0.002,3
POINT(-79.55965 43.61339),43.613,-79.56,0.002,3
POINT(-79.43021 43.64644),43.646,-79.43,0.004,3
POINT(-79.55511 43.71431),43.714,-79.555,0.004,3
POINT(-79.33725 43.66168),43.662,-79.337,0.006,3
POINT(-79.36192 43.64989),43.65,-79.362,0.005,3
POINT(-79.36538 43.77886),43.779,-79.365,0.01,3
POINT(-79.20487 43.78269),43.783,-79.205,0.004,3
POINT(-79.52682 43.77428),43.774,-79.527,0.027,4
POINT(-79.37127 43.65814),43.658,-79.371,0.011,4
POINT(-79.35448 43.69561),43.696,-79.354,0.001,4
POINT(-79.42234 43.75895),43.759,-79.422,0.01,5
POINT(-79.30377 43.7274),43.727,-79.304,0.016,5
POINT(-79.29052 43.74634),43.746,-79.291,0.007,5
POINT(-79.3287 43.65992),43.66,-79.329,0.008,5
POINT(-79.25572 43.75512),43.755,-79.256,0.073,5
POINT(-79.57616 43.67036),43.67,-79.576,0.003,6
POINT(-79.3878 43.65047),43.65,-79.388,0.01,6
POINT(-79.43895 43.69815),43.698,-79.439,0.009,7
POINT(-79.24209 43.79871),43.799,-79.242,0.006,7
POINT(-79.46387 43.7522),43.752,-79.464,0.009,7
POINT(-79.57509 43.68149),43.681,-79.575,0.001,7
POINT(-79.29207 43.79209),43.792,-79.292,0.018,7
POINT(-79.24351 43.81384),43.814,-79.244,0.007,8
POINT(-79.59154 43.73687),43.737,-79.592,0.015,8
POINT(-79.32874 43.696),43.696,-79.329,0.019,8
POINT(-79.44246 43.63619),43.636,-79.442,0.002,8
POINT(-79.30436 43.71947),43.719,-79.304,0.018,9
POINT(-79.30006 43.76152),43.762,-79.3,0.011,9
POINT(-79.46208 43.72637),43.726,-79.462,0.004,12
POINT(-79.41658 43.70286),43.703,-79.417,0.046,12
POINT(-79.54457 43.63187),43.632,-79.545,0.016,13
POINT(-79.33444 43.70985),43.71,-79.334,0.011,13
POINT(-79.54752 43.61468),43.615,-79.548,0.011,15
POINT(-79.44155 43.755),43.755,-79.442,0.038,17
POINT(-79.4098 43.75692),43.757,-79.41,0.012,19
POINT(-79.56364 43.67442),43.674,-79.564,0.015,20
POINT(-79.36435 43.76904),43.769,-79.364,0.017,21
POINT(-79.23416 43.78234),43.782,-79.234,0.018,22
POINT(-79.54048 43.6179),43.618,-79.54,0.036,23
POINT(-79.51802 43.75769),43.758,-79.518,0.027,26
POINT(-79.48853 43.75382),43.754,-79.489,0.043,26
POINT(-79.54041 43.74291),43.743,-79.54,0.088,27
POINT(-79.33847 43.6988),43.699,-79.338,0.006,29
POINT(-79.51988 43.71648),43.716,-79.52,0.002,38
POINT(-79.33972 43.69591),43.696,-79.34,0.013,37
POINT(-79.36191 43.7635),43.764,-79.362,0.022,70
POINT(-79.40984 43.63719),43.637,-79.41,0.011,53
POINT(-79.55142 43.61507),43.615,-79.551,0.032,305
POINT(-79.46085 43.71276),43.713,-79.461,0.062,36
POINT(-79.26816 43.73207),43.732,-79.268,0.039,33
POINT(-79.34404 43.71892),43.719,-79.344,0.284,124
POINT(-79.56826 43.65581),43.656,-79.568,0.006,52
POINT(-79.27338 43.69361),43.694,-79.273,0.054,31
POINT(-79.53058 43.71479),43.715,-79.531,0.004,65
POINT(-79.53438 43.70015),43.7,-79.534,0.005,3
POINT(-79.39734 43.68739),43.687,-79.397,0.009,3
POINT(-79.37924 43.65314),43.653,-79.379,0.008,3
POINT(-79.41516 43.72081),43.721,-79.415,0.005,3
POINT(-79.29493 43.68976),43.69,-79.295,0.008,3
POINT(-79.49957 43.66687),43.667,-79.5,0.004,3
POINT(-79.44408 43.77806),43.778,-79.444,0.012,3
POINT(-79.41209 43.71569),43.716,-79.412,0.002,3
POINT(-79.34246 43.66692),43.667,-79.342,0.004,3
POINT(-79.24978 43.74012),43.74,-79.25,0.01,3
POINT(-79.32803 43.79383),43.794,-79.328,0.016,3
POINT(-79.507 43.75941),43.759,-79.507,0.032,4
POINT(-79.23441 43.78646),43.786,-79.234,0.001,4
POINT(-79.51983 43.73818),43.738,-79.52,0.006,5
POINT(-79.50564 43.64854),43.649,-79.506,0.01,5
POINT(-79.32664 43.77449),43.774,-79.327,0.026,5
POINT(-79.33833 43.77055),43.771,-79.338,0.002,5
POINT(-79.33315 43.74681),43.747,-79.333,0.002,6
POINT(-79.5041 43.70404),43.704,-79.504,0.011,6
POINT(-79.45195 43.73226),43.732,-79.452,0.036,6
POINT(-79.52502 43.61659),43.617,-79.525,0.003,6
POINT(-79.24757 43.81997),43.82,-79.248,0.123,6
POINT(-79.40008 43.70661),43.707,-79.4,0.014,7
POINT(-79.2399 43.79589),43.796,-79.24,0.008,8
POINT(-79.3866 43.63889),43.639,-79.387,0.018,8
POINT(-79.58575 43.67001),43.67,-79.586,0.001,10
POINT(-79.26032 43.7167),43.717,-79.26,0.016,10
POINT(-79.40687 43.69906),43.699,-79.407,0.043,10
POINT(-79.5124 43.73684),43.737,-79.512,0.065,11
POINT(-79.57741 43.71277),43.713,-79.577,0.02,11
POINT(-79.35788 43.79206),43.792,-79.358,0.038,12
POINT(-79.44796 43.72604),43.726,-79.448,0.011,13
POINT(-79.43847 43.75536),43.755,-79.438,0.013,14
POINT(-79.53668 43.72416),43.724,-79.537,0.019,15
POINT(-79.37975 43.64791),43.648,-79.38,0.014,16
POINT(-79.54345 43.75753),43.758,-79.543,0.028,21
POINT(-79.25452 43.77976),43.78,-79.255,0.009,27
POINT(-79.43452 43.63308),43.633,-79.435,0.005,42
POINT(-79.49987 43.68798),43.688,-79.5,0.093,38
POINT(-79.40846 43.70459),43.705,-79.408,0.03,40
POINT(-79.41945 43.74496),43.745,-79.419,0.008,75
POINT(-79.56665 43.69508),43.695,-79.567,0.011,144
POINT(-79.45485 43.71409),43.714,-79.455,0.023,40
POINT(-79.43339 43.73615),43.736,-79.433,0.004,71
POINT(-79.52139 43.61868),43.619,-79.521,0.012,89
POINT(-79.48821 43.72098),43.721,-79.488,0.004,72
POINT(-79.5621 43.69999),43.7,-79.562,0.007,123
POINT(-79.24627 43.82058),43.821,-79.246,0.004,3
POINT(-79.53392 43.63816),43.638,-79.534,0.005,3
POINT(-79.47019 43.78373),43.784,-79.47,0.004,3
POINT(-79.40397 43.73166),43.732,-79.404,0.012,3
POINT(-79.23653 43.72191),43.722,-79.237,0.002,3
POINT(-79.39352 43.70748),43.707,-79.394,0.006,3
POINT(-79.44121 43.70202),43.702,-79.441,0.008,3
POINT(-79.30424 43.74319),43.743,-79.304,0.006,3
POINT(-79.49953 43.75944),43.759,-79.5,0.031,3
POINT(-79.23566 43.8014),43.801,-79.236,0.022,3
POINT(-79.2769 43.78237),43.782,-79.277,0.003,3
POINT(-79.38204 43.73727),43.737,-79.382,0.005,3
POINT(-79.18759 43.85133),43.851,-79.188,0.027,3
POINT(-79.48 43.6247),43.625,-79.48,0.004,3
POINT(-79.37262 43.71204),43.712,-79.373,0.019,4
POINT(-79.56717 43.7127),43.713,-79.567,0.004,4
POINT(-79.27881 43.78561),43.786,-79.279,0.009,5
POINT(-79.40307 43.65749),43.657,-79.403,0.009,6
POINT(-79.48492 43.76178),43.762,-79.485,0.198,6
POINT(-79.34524 43.71858),43.719,-79.345,0.048,6
POINT(-79.60616 43.73377),43.734,-79.606,0.032,7
POINT(-79.36221 43.65055),43.651,-79.362,0.009,7
POINT(-79.42745 43.64252),43.643,-79.427,0.027,8
POINT(-79.56907 43.71635),43.716,-79.569,0.015,8
POINT(-79.40392 43.64705),43.647,-79.404,0.012,8
POINT(-79.345 43.67938),43.679,-79.345,0.008,9
POINT(-79.30261 43.77065),43.771,-79.303,0.001,10
POINT(-79.44695 43.72337),43.723,-79.447,0.013,10
POINT(-79.33944 43.7207),43.721,-79.339,0.018,11
POINT(-79.2451 43.73006),43.73,-79.245,0.071,11
POINT(-79.38917 43.64804),43.648,-79.389,0.015,11
